GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
9681,518.84,1201.36,1940.45,-1240.6,-12046.61,586.93,7795.21,-2040.3,60.45,-1244.43,-1979.85,-3224.28
9691,488.58,1186.71,1962.04,-1256.64,-12087.68,574.72,7767.76,-1972.92,57.43,-1364.5,-1915.5,-3280.0
9701,511.98,1254.96,1960.5,-1267.87,-12112.64,568.05,7781.78,-1980.47,58.92,-1303.25,-1921.55,-3224.8
9711,536.18,1259.81,1940.63,-1252.58,-12043.58,582.87,7809.44,-2083.34,59.0,-1167.22,-2024.34,-3191.56
9721,502.59,1239.04,1970.13,-1277.35,-12057.57,563.27,7792.11,-2067.12,60.22,-1267.79,-2006.9,-3274.69
9731,484.04,1246.4,1943.39,-1294.45,-12047.34,577.58,7823.32,-2056.41,58.32,-1267.06,-1998.09,-3265.15
9741,506.42,1242.35,1955.52,-1259.4,-12021.18,561.19,7765.58,-2069.11,58.7,-1249.52,-2010.41,-3259.93
9751,499.91,1212.9,1966.03,-1273.4,-12146.91,585.34,7854.18,-2033.17,59.28,-1301.94,-1973.89,-3275.83
9761,516.39,1230.77,1980.32,-1249.29,-12128.15,584.36,7852.9,-2040.42,59.62,-1212.71,-1980.8,-3193.51
9771,469.05,1243.03,1955.82,-1291.58,-12019.81,574.0,7782.41,-2040.25,59.15,-1287.07,-1981.1,-3268.18
9781,490.47,1239.38,1962.92,-1271.29,-12030.08,563.29,7770.2,-2076.03,58.83,-1275.11,-2017.2,-3292.31
9791,497.88,1240.07,1972.94,-1273.65,-12227.63,572.11,7780.94,-1883.53,56.63,-1437.35,-1826.91,-3264.26
9801,517.56,1209.7,1967.23,-1279.3,-12133.27,556.0,7799.06,-1991.71,57.62,-1363.01,-1934.09,-3297.11
9811,493.71,1224.94,1963.24,-1274.65,-12254.16,566.47,7841.32,-1911.05,57.31,-1439.13,-1853.74,-3292.87
9821,511.09,1246.79,1930.76,-1279.25,-12256.29,545.37,7806.88,-1889.08,58.43,-1494.66,-1830.65,-3325.3
9831,462.61,1216.56,1979.17,-1282.23,-12264.21,587.1,7871.01,-1910.24,58.48,-1429.98,-1851.76,-3281.74
9841,546.55,1248.47,1973.02,-1255.2,-12170.85,581.65,7802.35,-1966.88,59.07,-1274.03,-1907.81,-3181.84
9851,503.62,1238.23,1958.45,-1252.31,-12114.7,569.66,7770.46,-2005.75,59.43,-1326.59,-1946.32,-3272.91
9861,495.22,1214.8,1967.28,-1249.35,-12141.02,591.7,7795.58,-1956.68,58.63,-1325.79,-1898.05,-3223.84
9871,463.13,1235.06,1958.84,-1273.89,-12352.48,592.58,7859.88,-1812.79,56.13,-1516.88,-1756.65,-3273.53
9881,448.63,1226.69,1974.37,-1275.43,-12243.58,570.32,7813.01,-1887.42,57.37,-1485.99,-1830.05,-3316.04
9891,485.83,1289.47,1971.74,-1254.79,-12201.14,589.26,7812.77,-1924.86,57.95,-1306.85,-1866.92,-3173.77
9901,500.24,1266.08,1907.18,-1236.12,-12142.74,572.47,7770.72,-1966.79,58.56,-1362.16,-1908.22,-3270.39
9911,497.37,1248.99,1948.69,-1275.64,-12210.22,571.14,7807.42,-1912.76,57.15,-1412.26,-1855.62,-3267.88
9921,444.08,1262.74,1957.24,-1262.47,-12178.64,577.56,7781.15,-1927.99,57.71,-1418.33,-1870.27,-3288.61
9931,461.77,1219.91,1976.99,-1248.32,-12163.63,559.42,7817.99,-1989.89,58.82,-1375.86,-1931.07,-3306.93
9941,486.54,1267.71,1936.97,-1263.44,-12233.04,578.54,7841.31,-1916.43,59.19,-1385.41,-1857.25,-3242.65
9951,488.44,1212.91,1951.66,-1266.48,-12080.81,564.58,7798.5,-2021.03,57.84,-1331.21,-1963.19,-3294.39
9961,513.02,1228.02,1961.75,-1267.29,-12085.83,583.91,7795.64,-2023.98,57.32,-1270.78,-1966.66,-3237.44
9971,479.87,1291.05,1960.73,-1267.33,-12132.7,570.7,7829.16,-1998.93,59.93,-1268.51,-1938.99,-3207.51
9981,465.94,1256.55,1950.38,-1265.13,-12162.81,578.16,7752.98,-1923.48,60.7,-1423.93,-1862.77,-3286.7
9991,527.77,1231.88,1959.98,-1266.49,-12217.16,573.04,7812.05,-1914.03,59.71,-1378.94,-1854.32,-3233.26
10001,477.62,1205.05,1952.68,-1263.14,-12203.3,594.97,7819.51,-1916.94,58.16,-1416.62,-1858.78,-3275.4

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,10.22,24.2,44.41,-25.89,-296.04,41.04,361.97,-50.11,8.41,159.91,-41.7,118.21
11,30.81,72.68,55.95,-19.23,-300.77,45.47,362.01,-48.55,8.64,246.93,-39.9,207.03
21,38.1,77.37,61.27,-12.37,-290.56,46.69,349.99,-50.91,8.7,270.5,-42.21,228.29
31,36.99,86.14,52.46,-23.4,-295.26,43.1,356.96,-50.57,8.7,256.98,-41.88,215.11
41,36.81,80.31,59.9,-19.74,-294.62,39.26,354.24,-51.19,8.66,256.17,-42.53,213.64
51,37.32,82.43,55.3,-18.98,-297.96,41.89,353.44,-49.18,8.61,253.44,-40.57,212.87
61,39.22,90.45,51.98,-20.79,-299.5,43.3,357.88,-47.85,8.64,262.53,-39.21,223.32
71,39.19,83.15,52.03,-23.61,-288.88,45.68,353.07,-48.98,8.48,260.63,-40.5,220.13
81,39.82,89.71,56.32,-20.08,-297.19,41.12,356.55,-48.46,8.62,266.24,-39.84,226.41
91,31.14,81.81,55.78,-19.32,-293.47,45.94,355.47,-51.37,8.71,257.36,-42.67,214.69
101,34.09,81.9,56.53,-19.16,-284.54,42.73,355.0,-53.45,8.53,266.56,-44.92,221.64
111,27.25,66.91,52.49,-17.07,-292.87,44.63,357.97,-49.28,8.51,239.31,-40.77,198.54
121,40.92,74.12,52.96,-22.53,-289.97,42.08,356.71,-51.47,8.44,254.29,-43.03,211.26
131,44.05,77.99,50.08,-20.14,-286.61,37.4,349.07,-49.34,8.37,251.84,-40.98,210.86
141,33.73,83.32,57.82,-18.41,-290.75,42.86,356.61,-53.58,8.61,265.18,-44.97,220.21
151,33.59,82.32,56.42,-18.16,-291.78,45.22,358.46,-51.34,8.34,266.07,-43.0,223.08
161,34.82,75.73,50.94,-19.92,-287.63,45.63,354.11,-54.08,8.71,253.69,-45.37,208.32
171,34.06,76.57,55.27,-21.53,-283.36,43.35,352.08,-54.08,8.54,256.45,-45.54,210.91
181,35.92,69.37,48.93,-20.48,-289.19,41.86,353.44,-52.25,8.63,239.86,-43.62,196.24
191,30.03,74.28,63.33,-18.5,-287.93,45.12,352.33,-52.58,8.58,258.67,-44.0,214.67
201,35.17,80.23,53.23,-24.01,-282.08,41.14,350.16,-54.93,8.56,253.85,-46.36,207.48
211,23.77,78.57,56.43,-10.94,-287.3,53.45,351.78,-48.94,8.54,265.77,-40.4,225.37
221,33.33,71.95,61.17,-18.23,-294.73,43.7,358.5,-51.66,8.75,255.68,-42.91,212.77
231,31.84,90.48,56.49,-20.2,-285.62,42.32,351.67,-53.89,8.71,266.98,-45.18,221.79
241,33.25,72.89,55.07,-18.15,-276.52,43.36,341.83,-54.73,8.62,251.73,-46.11,205.61
251,28.41,86.36,60.51,-19.24,-294.41,41.67,360.79,-50.52,8.57,264.09,-41.95,222.14
261,32.34,88.12,66.01,-22.14,-284.46,41.22,349.5,-55.81,8.74,270.59,-47.08,223.52
271,40.52,70.9,58.61,-18.31,-282.58,43.02,345.14,-52.11,8.75,257.29,-43.35,213.94
281,35.14,80.74,58.11,-16.85,-284.29,42.99,347.08,-52.83,8.7,262.91,-44.13,218.78
291,36.81,74.48,54.26,-20.24,-286.1,42.87,349.72,-52.13,8.63,251.8,-43.49,208.31
301,32.77,62.99,47.93,-17.4,-288.06,43.95,355.7,-53.53,8.72,237.89,-44.81,193.09
311,47.4,74.74,51.82,-17.23,-282.84,42.53,349.93,-53.01,8.57,266.36,-44.44,221.92
321,35.76,78.29,55.51,-18.41,-282.97,46.03,344.88,-50.6,8.61,259.09,-41.99,217.1
331,36.86,77.46,48.19,-19.23,-280.4,42.85,344.51,-52.31,8.65,250.22,-43.66,206.56
341,25.17,84.0,63.19,-19.32,-292.62,48.33,357.13,-51.04,8.67,265.88,-42.37,223.51
351,32.06,79.77,50.31,-14.94,-287.99,46.69,348.3,-49.37,8.67,254.19,-40.7,213.5
361,36.94,77.34,54.57,-18.68,-290.93,45.87,358.82,-53.43,8.62,263.93,-44.81,219.12
371,43.56,75.69,51.29,-15.27,-286.65,42.01,349.36,-50.38,8.69,260.0,-41.69,218.31
381,40.15,77.67,57.12,-17.01,-289.02,44.06,355.33,-53.25,8.68,268.3,-44.56,223.74
391,28.82,78.2,54.76,-21.69,-288.76,47.46,350.31,-47.85,8.32,249.1,-39.53,209.57
401,40.71,85.71,50.44,-20.82,-285.17,40.26,349.56,-52.26,8.6,260.69,-43.66,217.03
411,34.76,78.03,60.76,-19.37,-286.25,46.22,349.26,-53.29,8.67,263.4,-44.62,218.79
421,37.61,88.53,53.58,-19.14,-279.54,43.97,350.05,-55.56,8.56,275.06,-47.01,228.05
431,38.9,89.76,46.92,-17.4,-287.62,43.51,354.3,-52.35,8.55,268.37,-43.8,224.56
441,33.04,80.75,57.22,-14.75,-287.49,44.98,351.72,-51.64,8.53,265.47,-43.11,222.36
451,38.81,76.48,55.22,-18.38,-287.88,44.22,352.28,-53.57,8.53,260.74,-45.04,215.7
461,42.79,85.26,49.21,-22.49,-288.93,37.33,352.81,-52.51,8.62,255.97,-43.89,212.08
471,30.31,69.14,55.72,-20.08,-289.63,48.3,353.77,-51.43,8.5,247.54,-42.93,204.6
481,34.54,79.95,58.87,-21.42,-286.94,41.93,350.81,-50.17,8.55,257.73,-41.62,216.11
491,38.84,77.38,55.34,-16.27,-287.29,41.62,358.87,-54.0,8.58,268.5,-45.42,223.08
501,33.78,79.7,57.23,-17.73,-291.9,47.82,360.81,-53.97,8.58,269.7,-45.39,224.31
511,32.28,72.91,53.22,-19.12,-283.87,44.97,350.78,-51.63,8.49,251.17,-43.14,208.03
521,36.02,80.84,53.1,-16.81,-284.29,40.3,347.9,-51.15,8.67,257.05,-42.48,214.57
531,33.03,82.58,55.44,-19.52,-282.23,43.96,350.18,-52.39,8.52,263.44,-43.87,219.56
541,43.29,74.72,55.14,-21.84,-289.48,41.89,349.57,-49.8,8.4,253.29,-41.4,211.89
551,36.46,81.83,54.64,-21.67,-285.85,45.68,348.87,-50.42,8.53,259.95,-41.9,218.05
561,37.91,82.6,58.96,-18.19,-290.1,45.28,353.86,-51.16,8.58,270.32,-42.58,227.74
571,33.82,75.72,55.92,-19.45,-286.46,45.12,352.34,-50.68,8.62,257.01,-42.06,214.94
581,36.65,76.76,54.58,-21.66,-285.5,43.25,351.36,-52.41,8.68,255.45,-43.73,211.72
591,36.97,83.0,59.44,-20.45,-288.99,44.66,354.18,-52.84,8.7,268.81,-44.13,224.67
601,35.07,80.06,55.8,-25.25,-278.52,45.31,342.3,-52.21,8.54,254.77,-43.67,211.11
611,36.93,75.82,59.56,-16.9,-290.5,44.28,354.22,-52.33,8.72,263.42,-43.61,219.8
621,36.15,84.85,49.12,-21.02,-287.1,41.32,351.97,-49.65,8.63,255.3,-41.01,214.29
631,35.23,79.35,54.59,-20.47,-294.79,41.59,358.53,-48.52,8.36,254.03,-40.17,213.87
641,33.23,72.71,53.81,-17.87,-290.21,40.59,354.89,-52.94,8.72,247.16,-44.22,202.94
651,36.6,75.3,58.42,-17.94,-285.53,45.76,353.76,-55.8,8.77,266.37,-47.04,219.33
661,30.06,65.84,53.91,-19.84,-292.96,43.93,359.9,-52.62,8.56,240.86,-44.06,196.79
671,37.53,78.32,56.28,-22.08,-285.54,43.38,352.22,-54.32,8.57,260.1,-45.75,214.35
681,27.29,90.67,55.14,-19.07,-290.2,47.65,354.87,-50.46,8.48,266.35,-41.98,224.37
691,35.74,80.32,54.86,-18.49,-289.91,41.31,354.7,-53.01,8.65,258.54,-44.36,214.17
701,39.34,88.54,50.66,-15.02,-286.87,43.64,349.64,-54.04,8.64,269.93,-45.4,224.53
711,42.18,75.12,50.06,-13.43,-289.16,43.22,353.84,-52.91,8.6,261.83,-44.31,217.52
721,43.8,83.05,52.54,-16.03,-285.75,42.64,351.56,-54.73,8.75,271.82,-45.99,225.84
731,26.56,73.3,65.09,-17.94,-288.77,43.72,354.82,-52.84,8.52,256.78,-44.32,212.45
741,29.92,65.51,61.28,-19.92,-293.73,46.26,359.87,-51.57,8.53,249.19,-43.04,206.15
751,41.74,79.18,56.26,-19.66,-292.94,41.31,354.98,-51.42,8.73,260.88,-42.68,218.2
761,32.91,72.26,58.55,-15.86,-285.81,40.51,353.54,-54.75,8.79,256.09,-45.95,210.14
771,25.58,87.27,57.98,-13.91,-298.65,48.87,359.28,-50.87,8.68,266.43,-42.19,224.24
781,43.25,76.68,55.77,-16.5,-286.32,39.0,351.46,-53.05,8.67,263.34,-44.37,218.96
791,40.09,79.76,59.49,-18.47,-285.85,42.03,351.32,-53.46,8.65,268.38,-44.8,223.58
801,45.85,71.44,54.87,-20.12,-283.72,40.54,346.65,-51.84,8.61,255.51,-43.23,212.28
811,32.4,74.19,54.72,-18.12,-282.39,44.17,347.62,-52.29,8.65,252.6,-43.65,208.96
821,31.46,71.24,52.1,-18.5,-282.59,40.37,346.3,-51.75,8.52,240.39,-43.23,197.15
831,34.23,80.59,56.21,-22.22,-290.04,44.52,354.44,-52.76,8.71,257.71,-44.05,213.66
841,26.78,83.35,49.85,-14.76,-281.76,43.66,348.87,-52.39,8.61,255.98,-43.78,212.2
851,34.37,87.82,61.04,-25.06,-287.05,40.76,351.65,-53.47,8.73,263.53,-44.73,218.8
861,26.8,72.47,57.13,-21.63,-287.2,45.68,351.93,-51.51,8.68,245.17,-42.83,202.35
871,36.95,79.49,53.29,-18.65,-287.28,38.5,355.28,-54.06,8.51,257.58,-45.55,212.04
881,41.68,73.17,55.42,-22.65,-285.04,44.43,352.17,-54.67,8.5,259.18,-46.18,213.0
891,31.11,81.36,52.96,-19.85,-295.32,47.81,360.36,-49.45,8.66,258.44,-40.79,217.65
901,30.37,79.23,50.98,-15.18,-287.79,46.41,351.33,-50.09,8.57,255.34,-41.52,213.82
911,37.71,94.77,53.3,-18.25,-288.05,42.47,345.82,-51.38,8.52,267.77,-42.86,224.91
921,26.6,93.38,49.97,-19.33,-289.96,44.1,355.53,-50.88,8.63,260.29,-42.25,218.04
931,47.45,72.91,55.6,-17.39,-290.92,46.52,357.33,-51.33,8.61,271.49,-42.72,228.78
941,35.16,89.51,53.43,-19.32,-290.14,41.36,352.79,-50.16,8.59,262.78,-41.56,221.21
951,37.75,90.95,51.21,-17.69,-297.37,43.48,361.35,-48.03,8.57,269.69,-39.45,230.24
961,33.82,74.17,52.52,-25.95,-293.39,44.07,353.32,-45.88,8.15,238.57,-37.74,200.83
971,32.46,70.73,55.91,-23.45,-297.83,46.32,364.11,-46.41,8.46,248.26,-37.94,210.31
981,36.71,87.39,55.35,-22.14,-297.33,43.62,362.11,-48.86,8.59,265.72,-40.27,225.45
991,32.68,65.01,50.2,-17.45,-291.34,43.77,356.61,-50.75,8.62,239.48,-42.13,197.35
1001,32.72,77.8,51.81,-20.36,-297.17,44.47,359.49,-48.92,8.51,248.77,-40.41,208.36
1011,44.67,83.03,56.84,-24.89,-287.27,42.03,352.44,-53.51,8.26,266.86,-45.26,221.6
1021,36.11,74.31,54.75,-25.22,-286.68,43.84,354.05,-50.32,8.23,251.18,-42.09,209.09
1031,34.77,77.36,53.9,-29.73,-290.7,43.04,351.39,-48.48,8.01,240.04,-40.47,199.57
1041,30.13,91.1,49.05,-23.69,-290.53,47.93,353.5,-47.78,8.24,257.49,-39.53,217.96
1051,38.2,92.08,54.31,-25.94,-293.82,41.66,355.99,-48.83,8.17,262.49,-40.67,221.82
1061,32.49,75.34,51.46,-26.12,-291.97,45.4,351.25,-46.81,7.75,237.86,-39.06,198.8
1071,31.61,84.71,52.11,-27.14,-296.99,45.99,357.42,-45.45,7.76,247.7,-37.69,210.01
1081,38.52,79.87,60.42,-14.44,-294.88,46.05,354.41,-47.59,8.59,269.95,-39.0,230.95
1091,33.15,72.31,54.51,-18.48,-285.8,41.95,347.22,-49.15,8.5,244.86,-40.65,204.21
1101,35.64,85.99,53.26,-22.49,-291.83,38.84,354.31,-49.89,8.63,253.72,-41.26,212.46
1111,33.22,76.83,56.01,-21.86,-296.25,45.77,356.53,-46.74,8.28,250.26,-38.46,211.81
1121,39.56,86.22,54.45,-20.28,-291.8,49.34,349.65,-46.95,8.49,267.14,-38.45,228.69
1131,36.48,77.47,48.52,-17.88,-285.91,42.32,346.27,-50.55,8.66,247.26,-41.89,205.37
1141,38.74,81.7,53.7,-18.64,-286.33,44.41,350.02,-49.75,8.46,263.58,-41.29,222.29
1151,33.06,80.67,49.04,-18.89,-304.34,45.6,362.18,-44.57,8.45,247.34,-36.12,211.22
1161,36.3,75.95,50.67,-18.29,-297.12,40.65,359.31,-47.35,8.55,247.48,-38.8,208.68
1171,39.22,74.17,48.8,-15.79,-294.21,44.1,352.13,-46.57,8.52,248.42,-38.05,210.37
1181,31.16,84.08,52.99,-15.83,-284.73,45.51,348.05,-49.81,8.57,261.22,-41.24,219.98
1191,34.22,86.92,57.59,-21.07,-290.09,40.37,352.18,-49.58,8.67,260.12,-40.92,219.21
1201,31.46,83.21,52.43,-17.74,-292.98,44.25,354.81,-49.46,8.58,255.45,-40.88,214.57
1211,54.64,91.83,51.62,-15.41,-286.52,40.85,345.18,-49.72,8.63,282.2,-41.08,241.12
1221,35.83,100.78,49.41,-21.21,-292.44,45.15,351.58,-45.94,8.43,269.09,-37.51,231.58
1231,33.95,86.4,50.54,-24.74,-295.71,42.02,356.72,-49.45,8.41,249.17,-41.04,208.13
1241,32.25,81.22,52.91,-18.92,-289.51,45.78,350.85,-49.54,8.53,254.59,-41.02,213.58
1251,29.42,82.73,52.7,-18.59,-295.82,48.71,357.79,-48.14,8.51,256.92,-39.63,217.3
1261,35.25,89.25,53.2,-18.8,-297.04,46.24,359.32,-47.78,8.49,267.43,-39.29,228.14
1271,32.86,74.66,53.89,-19.45,-292.74,47.41,350.46,-46.56,8.5,247.09,-38.05,209.04
1281,30.67,79.24,59.44,-23.48,-291.25,44.04,351.67,-47.54,8.52,250.32,-39.02,211.29
1291,32.37,78.76,53.64,-19.0,-289.63,44.21,352.18,-50.38,8.57,252.54,-41.81,210.72
1301,33.22,85.25,52.0,-19.84,-288.54,43.27,349.41,-49.59,8.61,254.76,-40.98,213.78
1311,32.12,76.09,55.41,-18.4,-290.31,46.77,350.68,-46.64,8.32,252.34,-38.32,214.03
1321,44.96,80.88,53.34,-25.52,-293.28,42.98,352.04,-42.79,7.73,255.4,-35.06,220.35
1331,38.74,80.87,51.44,-27.38,-290.41,45.27,355.62,-45.29,7.71,254.15,-37.58,216.58
1341,30.21,88.36,57.09,-22.36,-293.33,41.38,353.11,-46.12,8.02,254.47,-38.1,216.37
1351,33.93,90.25,52.43,-22.9,-289.36,42.5,352.41,-49.78,8.5,259.25,-41.29,217.96
1361,31.81,82.67,50.89,-19.19,-291.62,47.13,350.91,-46.06,8.27,252.6,-37.79,214.82
1371,38.44,73.58,61.12,-16.91,-296.54,45.19,353.57,-47.81,8.59,258.46,-39.22,219.24
1381,49.24,83.89,52.77,-14.55,-288.57,39.97,346.6,-50.78,8.64,269.35,-42.14,227.21
1391,34.66,80.27,50.13,-19.86,-294.54,42.4,355.48,-46.87,8.58,248.53,-38.28,210.24
1401,31.89,88.4,52.28,-19.55,-295.83,47.21,354.55,-48.33,8.47,258.95,-39.86,219.09
1411,40.86,74.58,49.61,-25.93,-297.93,40.94,356.21,-44.04,7.81,238.35,-36.24,202.11
1421,40.3,72.01,51.31,-21.05,-290.17,45.83,350.02,-43.96,7.71,248.25,-36.24,212.01
1431,34.09,74.8,43.84,-25.09,-291.46,44.08,351.19,-44.36,7.83,231.46,-36.53,194.93
1441,34.38,85.43,57.92,-22.91,-293.75,42.73,353.29,-45.18,7.83,257.09,-37.35,219.74
1451,37.46,69.24,56.57,-18.41,-293.28,43.96,352.86,-45.3,7.78,248.4,-37.51,210.89
1461,39.76,80.26,55.41,-25.44,-296.16,43.77,355.35,-44.82,7.92,252.96,-36.89,216.06
1471,42.57,80.87,55.79,-23.72,-297.08,38.07,356.69,-45.37,8.04,253.19,-37.33,215.86
1481,38.05,72.16,49.32,-20.55,-293.57,46.9,353.22,-47.08,8.49,245.53,-38.59,206.94
1491,32.87,80.79,55.06,-17.0,-299.42,45.66,361.03,-46.47,8.5,258.99,-37.97,221.02
1501,26.84,86.42,49.27,-16.05,-291.81,48.63,349.9,-45.21,8.55,253.19,-36.66,216.54
1511,37.46,76.34,48.46,-19.3,-301.74,44.56,360.18,-44.37,8.49,245.96,-35.88,210.08
1521,40.51,75.43,46.16,-13.32,-296.58,44.6,354.02,-47.15,8.59,250.83,-38.56,212.27
1531,25.36,73.89,48.94,-22.04,-290.03,45.3,352.57,-48.66,8.43,234.0,-40.23,193.77
1541,43.84,83.4,50.62,-18.46,-294.58,41.99,358.88,-50.74,8.53,265.69,-42.21,223.48
1551,37.69,102.58,55.44,-21.08,-290.27,46.3,351.78,-47.6,8.58,282.44,-39.02,243.43
1561,33.69,87.59,46.01,-18.02,-288.98,43.04,349.29,-49.14,8.56,252.62,-40.58,212.05
1571,31.62,84.75,58.48,-21.45,-295.0,41.21,354.33,-47.65,8.45,253.94,-39.21,214.74
1581,37.8,72.49,56.07,-18.65,-291.61,43.75,353.14,-47.67,8.37,252.99,-39.3,213.69
1591,25.4,90.6,49.58,-20.1,-286.3,44.39,348.02,-47.9,8.57,251.59,-39.33,212.26
1601,33.57,87.59,46.0,-18.07,-291.77,41.91,353.99,-50.9,8.59,253.21,-42.31,210.9
1611,36.35,81.82,50.18,-17.17,-292.04,39.01,354.45,-48.94,8.6,252.61,-40.34,212.27
1621,48.75,95.71,53.53,-21.51,-287.21,39.24,347.13,-51.37,8.66,275.64,-42.71,232.93
1631,43.38,76.23,52.23,-22.55,-298.03,44.12,356.25,-46.66,8.42,251.62,-38.24,213.39
1641,33.65,82.81,58.15,-21.12,-290.35,39.04,349.46,-47.58,8.35,251.64,-39.22,212.42
1651,35.94,69.59,49.94,-15.04,-291.76,44.98,353.34,-48.24,8.59,247.0,-39.65,207.34
1661,37.1,92.25,51.07,-23.45,-290.6,45.13,350.27,-48.62,8.25,261.78,-40.36,221.42
1671,27.78,89.1,52.11,-17.39,-293.3,46.83,355.13,-48.22,8.46,260.26,-39.76,220.5
1681,27.45,86.25,58.99,-21.45,-295.9,44.98,355.81,-44.81,8.17,256.13,-36.64,219.49
1691,36.8,85.23,55.81,-21.97,-299.95,41.87,361.99,-48.78,8.52,259.8,-40.26,219.54
1701,47.46,83.53,59.25,-23.8,-289.5,41.1,349.38,-48.4,7.88,267.42,-40.52,226.9
1711,33.11,78.37,51.2,-23.69,-291.99,48.52,356.17,-46.57,7.8,251.7,-38.77,212.93
1721,31.99,93.22,52.39,-20.65,-291.89,46.11,354.83,-46.51,8.17,266.01,-38.34,227.67
1731,36.85,79.11,51.82,-25.95,-289.96,42.4,351.97,-44.97,7.81,246.25,-37.16,209.09
1741,35.84,72.81,48.37,-25.09,-292.84,43.26,353.84,-47.24,7.86,236.19,-39.38,196.81
1751,40.74,70.68,50.7,-20.09,-287.92,40.42,350.37,-47.66,8.32,244.91,-39.34,205.57
1761,29.81,82.34,52.96,-21.35,-291.56,43.59,354.95,-49.96,8.51,250.75,-41.45,209.3
1771,33.61,78.63,51.27,-20.39,-290.87,44.35,354.08,-49.7,8.54,250.67,-41.16,209.52
1781,31.83,85.2,49.5,-25.47,-290.6,40.71,352.53,-48.28,8.08,243.71,-40.21,203.5
1791,32.83,88.77,48.28,-27.63,-294.62,43.0,357.34,-47.44,7.83,247.96,-39.61,208.35
1801,34.76,76.96,53.52,-18.55,-287.61,42.72,350.12,-48.02,8.49,251.93,-39.53,212.4
1811,31.8,77.94,60.45,-21.29,-290.95,46.38,353.05,-49.32,8.55,257.39,-40.77,216.62
1821,33.05,86.03,58.29,-21.75,-293.84,44.43,352.35,-50.13,8.61,258.55,-41.52,217.03
1831,37.1,77.21,50.43,-20.79,-290.36,40.03,352.62,-51.74,8.58,246.25,-43.16,203.08
1841,41.63,82.66,55.71,-20.46,-301.3,45.55,361.92,-49.89,8.61,265.7,-41.28,224.41
1851,35.29,82.71,57.02,-19.47,-291.84,45.14,352.07,-49.17,8.49,260.92,-40.68,220.24
1861,37.98,92.66,63.06,-24.47,-285.16,39.39,349.03,-51.21,8.57,272.49,-42.64,229.85
1871,39.21,82.44,54.82,-16.61,-283.16,45.98,352.08,-54.62,8.58,274.76,-46.04,228.72
1881,40.42,83.69,63.62,-26.91,-296.02,41.2,358.76,-49.43,8.64,264.77,-40.79,223.98
1891,33.8,83.3,53.4,-18.67,-288.68,43.89,351.45,-49.01,8.59,258.49,-40.42,218.07
1901,49.46,74.29,53.48,-21.07,-294.83,44.06,355.16,-47.52,8.41,260.55,-39.12,221.43
1911,34.42,79.09,55.6,-20.34,-287.46,41.84,348.56,-49.76,8.47,251.69,-41.3,210.4
1921,26.45,78.25,48.37,-19.9,-290.53,42.17,352.42,-49.16,8.6,237.24,-40.56,196.68
1931,30.53,91.58,51.45,-22.02,-288.89,43.93,351.83,-48.46,8.54,258.42,-39.93,218.49
1941,24.08,82.84,49.9,-24.9,-286.31,45.79,347.23,-47.79,8.57,238.63,-39.22,199.4
1951,36.82,80.3,47.71,-20.0,-287.03,38.06,353.36,-49.3,8.54,249.22,-40.76,208.46
1961,29.24,83.01,52.99,-18.33,-290.94,44.44,349.99,-47.68,8.51,250.41,-39.17,211.24
1971,32.42,87.88,53.52,-18.96,-290.33,43.76,355.3,-51.31,8.54,263.58,-42.77,220.82
1981,33.13,87.59,55.7,-22.24,-296.62,42.65,357.0,-47.94,8.55,257.22,-39.39,217.84
1991,35.6,78.54,50.35,-26.49,-293.28,44.51,355.1,-47.26,8.1,244.33,-39.16,205.17
2001,40.62,79.36,53.09,-26.06,-295.46,40.05,356.12,-46.82,7.92,247.72,-38.9,208.82
2011,33.91,78.49,56.84,-18.02,-288.33,43.98,353.89,-52.18,8.43,260.76,-43.75,217.01
2021,36.4,75.73,50.31,-19.02,-288.87,50.88,353.28,-48.84,8.32,258.72,-40.52,218.19
2031,35.86,88.83,54.65,-8.48,-284.55,46.73,348.82,-52.45,8.69,281.85,-43.76,238.09
2041,28.78,83.55,54.02,-17.45,-289.35,48.51,353.92,-49.61,8.48,261.97,-41.13,220.84
2051,30.12,70.59,61.54,-20.1,-289.25,44.83,356.63,-53.1,8.62,254.37,-44.48,209.89
2061,27.13,71.9,59.26,-18.28,-288.96,47.76,356.75,-51.75,8.58,255.56,-43.18,212.38
2071,27.66,81.61,54.63,-17.15,-292.12,46.55,355.03,-49.73,8.7,256.21,-41.03,215.19
2081,32.85,96.07,55.0,-18.22,-280.65,40.68,343.98,-50.76,8.57,269.72,-42.19,227.53
2091,31.07,94.28,55.42,-19.26,-284.74,46.1,347.57,-49.51,8.62,270.42,-40.89,229.53
2101,29.56,84.02,46.26,-14.52,-285.39,49.06,348.98,-49.86,8.59,257.98,-41.28,216.7
2111,41.01,77.39,60.2,-15.3,-296.31,47.03,360.54,-52.32,8.46,274.56,-43.86,230.7
2121,30.79,63.67,49.47,-14.4,-288.21,42.02,351.28,-50.41,8.69,234.61,-41.73,192.89
